FULL_NAME,WEB_SITE,SHORT_NAME,UC_NO,REGISTER_NO
浙江持恒资产管理有限公司,,持恒资产,920000022015 ,P1031388
浙江龙信股权投资管理有限公司,,龙信投资,920000060412 ,P1003949
广州文天股权投资基金管理有限公司,,文天投资,920000038287 ,P1022941
上海熙羚投资管理有限公司,http://www.cheeringcapital.com,熙羚投资,920000046258 ,P1010864
成都华霖股权投资基金管理有限公司,,,,P1001139
长春长发私募基金管理有限公司,,长发私募,920000058941 ,P1022786
北京沙丘资本管理有限公司,,沙丘资本,920000043485 ,P1015538
北京智财瑞富投资管理有限公司,,智财瑞富,920000036737 ,P1031860
上海瑞胜投资管理有限公司,,瑞胜投资,920000032952 ,P1026298
上海天下粮仓投资管理有限公司,,天下粮仓,920000010602 ,P1003489
上海盛联投资管理有限公司,,盛联投资,920000040763 ,P1000923
上海盛酬亿利资产管理有限公司,,盛酬亿利,920000006748 ,P1032256
武汉瑞鼎股权投资基金管理有限公司,,瑞鼎投资,920000017654 ,P1004595
浙江海高资产管理有限公司,,海高资产,920000053347 ,P1019082
北京辰阳资产管理有限公司,,辰阳资产,920000050149 ,P1027447
华理创投（大连）基金管理有限公司,www.hualivc.com,,920000043560 ,P1010576
深圳市天育创新投资管理有限公司,,天育创新投资,920000029187 ,P1015521
河北君泰股权投资基金有限公司,,君泰基金,920000056390 ,P1025417
阿里联合（北京）资产管理有限公司,,阿里联合,920000022475 ,P1032237
深圳市海威投资有限公司,,海威投资,920000065279 ,P1030219
中航国际投资基金管理（深圳）有限公司,,深圳中航国际投资,920000046435 ,P1032417
上海羿和投资管理有限公司,,羿和投资,920000053794 ,P1032247
中汇富利（深圳）基金管理有限公司,,中汇富利,920000013771 ,P1017090
上海百航投资有限公司,,百航投资,920000018605 ,P1019405
上海宏珠资产管理有限公司,http://www.hongzhuzichanguanli.com,宏珠资产,920000027365 ,P1019538
广东厚方投资管理有限公司,http://www.gdhf-inv.com,广东厚方,920000014464 ,P1019245
上海广文投资管理有限公司,,广文投资,920000026659 ,P1020812
北京中潞福银投资有限公司,,中潞福银,920000032189 ,P1003072
深圳紫荆天使创投合伙企业（有限合伙）,,,,P1005875
深圳市创天长投资有限公司,,创天长投资,920000054040 ,P1028868
四川弘古股权投资基金管理中心（有限合伙）,,弘古投资,920000051561 ,P1005184
上海弘章投资管理有限公司,,弘章投资,920000034776 ,P1000843
北京立春资产管理有限公司,,立春资产,920000046114 ,P1011443
北京悟源资产管理有限公司,http://www.wyamc.cn,悟源资产,920000055851 ,P1023379
宁波吉睿投资管理有限公司,,吉睿投资,920000043325 ,P1016601
上海紫云楹石投资管理有限公司,,紫云楹石,920000004378 ,P1018862
青岛万相投资有限公司,,万相投资,920000064094 ,P1031678
天津银诺投资咨询有限公司,,银诺投资,920000046297 ,P1028037
深圳市厚德前海基金管理有限公司,,厚德前海,920000030867 ,P1001462
深圳中亿城信基金管理有限公司,,,,P1006941
相兑股权投资管理（上海）有限公司,,相兑投资,920000027232 ,P1020534
上海许航资产管理有限公司,,许航资产,920000009329 ,P1020198
海富产业投资基金管理有限公司,www.hffund.com.cn,海富产业投资基金,920000043745 ,P1000839
红土景山投资管理顾问（北京）有限公司,,红土景山,920000029489 ,P1020909
江苏唯美视投资有限公司,,唯美视投资,920000007568 ,P1021106
浙江万有资本管理有限公司,,万有资本,920000004045 ,P1032750
珠海东方藏山资产管理有限公司,,珠海东方藏山,920000034824 ,P1029403
珠海骏马财富管理有限公司,,珠海骏马财富,920000037802 ,P1013848
厦门福融通资产管理有限公司,,福融通资产,920000016829 ,P1009616
广州市兴聚股权投资基金有限公司,,广州兴聚,920000057788 ,P1028345
德同投资咨询（上海）有限公司,http://www.dtcap.com/en/home.asp,上海德同投资,920000015281 ,P1007971
上海隽盛股权投资基金管理有限公司,,隽盛投资,920000064101 ,P1005679
上海蓝三木易投资管理有限公司,,蓝三木易,920000027762 ,P1031985
西安厚朴资本管理有限公司,,西安厚朴,920000024488 ,P1018938
西藏君汉胜者投资管理有限公司,,君汉胜者,920000062537 ,P1023046
上海沃仑投资管理有限公司,,沃仑投资,920000026622 ,P1002467
北京盛凡投资管理有限公司,,盛凡投资,920000037947 ,P1025699
上海林拙投资合伙企业（有限合伙）,,林拙投资,920000010274 ,P1016843
广东粤科创业投资管理有限公司,http://www.gvcgc.com,粤科创业,920000057114 ,P1001949
福建华兴汇源财富管理有限公司,http://www.fjhxvc.com/,华兴汇源,920000014999 ,P1008289
上海济懋资产管理有限公司,,济懋资产,920000014568 ,P1009076
深圳前海恒济嘉汇投资管理有限公司,,恒济嘉汇,920000018428 ,P1013718
厦门市鑫柏元资产管理有限公司,,鑫柏元资产,920000055147 ,P1027183
深圳前海易通基金管理有限公司,,易通基金,920000021623 ,P1030199
北京几何投资管理有限公司,,几何投资,920000025441 ,P1033449
上海艺岳资产管理有限公司,,艺岳资产,920000035066 ,P1009737
广西金益沣资产管理有限公司,,金益沣资产,920000014972 ,P1016541
深圳前海帆茂首瑞投资管理有限公司,http://www.prosnav.com/,帆茂首瑞,920000007541 ,P1020808
深圳红树成长投资管理有限公司,,红树成长,920000019368 ,P1015630
深圳市信诚达资产管理有限公司,,信诚达资产,920000007761 ,P1017682
上海悠晟资产管理有限公司,,悠晟资产,920000004805 ,P1016887
北京恒牛创业投资管理有限公司,,恒牛创投,920000046145 ,P1031629
温州睿祥股权投资管理有限公司,,睿祥投资,920000049275 ,P1018135
共青城众合投资管理合伙企业（有限合伙）,,共青城众合投资,920000000639 ,P1028998
泰富时代（北京）投资基金管理有限公司,,泰富时代,920000033793 ,P1016478
深圳市安盈丰享资产管理有限公司,,安盈丰享资产,920000042101 ,P1014607
深圳市同创资产管理有限公司,,同创资产,920000057084 ,P1001553
北京金大虎资本管理有限公司,,金大虎资本,920000066229 ,P1005467
上海海之帆投资管理有限公司,,海之帆投资,920000033767 ,P1023301
西藏含宏光大股权投资有限公司,,含宏光大,920000001621 ,P1022954
湖北高天农业科技创业投资管理有限公司,,高天农业,920000026808 ,P1020225
湖南省财信不动产基金管理有限公司,http://www.hncxhs.com/,,920000018707 ,P1001487
江西汉天投资有限公司,,汉天投资,920000045929 ,P1025090
杭州普特股权投资管理有限公司,,普特投资,920000060085 ,P1007938
重庆星耀辉腾股权投资基金管理有限公司,,星耀辉腾,920000025633 ,P1033565
浙江紫熙投资管理有限公司,,浙江紫熙投资,920000000264 ,P1033803
北交所金融服务（上海）有限公司,,北交所金融,920000018921 ,P1008493
深圳市中天财富投资管理有限公司,http://www.zhongtian.net.cn,中天财富,920000016484 ,P1002527
上海睿禾信投资管理有限公司,,睿禾信,920000042798 ,P1012724
上海泰朴投资管理有限公司,http://www.taipufund.com/,泰朴投资,920000023105 ,P1019521
上海秀界投资管理中心（有限合伙）,,秀界投资,920000042828 ,P1010792
上海域秀投资管理中心（有限合伙）,,域秀投资,920000041959 ,P1009094
北京瑞合泰投资管理有限公司,,瑞合泰投,920000015869 ,P1019002
杭州万铢投资管理有限公司,,万铢投资,920000036283 ,P1033660
新毅投资基金管理(北京)有限公司,www.com,新奥投资基金管理,920000034544 ,P1000512
北京复利成长资产管理有限公司,http://www.bjflcz.com,复利成长,920000016066 ,P1007925
南京雷奥投资管理有限公司,,雷奥投资,920000055243 ,P1017641
上海艾云创业投资管理有限公司,Http://http://www.PEIVY.com,艾云创投,920000005318 ,P1011322
深圳市卓德投资管理有限公司,,深圳卓德投资,920000044197 ,P1031739
上海宝聚昌投资管理有限公司,,宝聚昌投资,920000015746 ,P1005501
佛山市黄飞红资产管理有限公司,,黄飞红资产,920000061019 ,P1032844
深圳力合智汇创新基金管理有限公司,,力合智汇创新基金,920000004600 ,P1034197
广东空港君禾股权投资管理中心(有限合伙),,空港君禾,920000059251 ,P1034158
深圳中金南海资产管理有限公司,,中金南海,920007902260 ,P1034675
深圳市凤翔投资管理有限公司,,凤翔投资,920000016220 ,P1001427
汇璞（上海）投资管理有限公司,www.www.com,汇璞投资,920000031365 ,P1010579
福建自贸试验区平潭片区中核泽农基金管理有限公司,,中核泽农基金,920000035105 ,P1034000
璞理投资管理（上海）有限公司,http://www.puli-im.com.cn,璞理投资,920000022799 ,P1005518
香元（横琴）投资管理中心（有限合伙）,,香元投资,920000015057 ,P1060100
北京中泽沃德投资管理有限公司,,中泽沃德,920000014710 ,P1024164
宁波梅山保税港区舜翌投资管理有限公司,,舜翌投资,920007901929 ,P1060581
神农资产管理（北京）有限公司,,,920007902299 ,P1060730
浙江润竹资产管理有限公司,,润竹资产,920007902235 ,P1060247
北京三行资本管理有限责任公司,http://www.triniticapital.com,三行资本,920000030405 ,P1031588
九吾鼎尖投资管理有限公司,http://www.djcapital.cc,九吾鼎尖,920000004646 ,P1026429
上海立达天地股权投资管理有限责任公司,,立达天地,920000023718 ,P1013242
杭州熙点投资管理有限公司,http://www.xidian518.com,熙点投资,920000065426 ,P1021638
北京鸿运当投资管理有限公司,,,920007902628 ,P1017529
北京真挚资本管理有限公司,,真挚资本,920000065687 ,P1034287
杭州量瀛投资管理有限公司,,量瀛投资,920007901986 ,P1060394
青岛圆融金融投资有限公司,,,920007902756 ,P1060960
上海鑫凸投资管理有限公司,,,920007901882 ,P1060926
泓晟（北京）投资基金有限公司,,泓晟投资,920000011521 ,P1007243
杭州云和泰丰投资合伙企业（有限合伙）,,云和泰丰,920000031409 ,P1034624
恒泰源股权投资基金管理（深圳）有限公司,,恒泰源投资,920000035237 ,P1023922
深圳枢纽资产管理有限公司,,枢纽资产,920000066487 ,P1019404
上海锐喆投资管理有限公司,,锐喆投资,920000021952 ,P1019703
北京盛世春天基金管理有限公司,,盛世春天,920000040166 ,P1028515
福建省元诚资产管理有限公司,,元诚资产,920000062660 ,P1027144
深圳市前海深城投股权投资管理有限公司,,前海深城投,920000048792 ,P1034607
和谐爱奇投资管理（北京）有限公司,http://www.idgvc.com.cn/,和谐爱奇,920000041746 ,P1000758
中安富海投资管理有限公司,,中安富海,920000009991 ,P1018489
鑫亿（北京）基金管理有限公司,,鑫亿基金,920000042886 ,P1032359
上海懋融投资管理中心（有限合伙）,,懋融投资,920000013475 ,P1020658
深圳前海中瑞达资产管理有限公司,,中瑞达资产,920000006821 ,P1020966
金华弘道投资管理合伙企业（有限合伙）,,金华弘道,920000022455 ,P1024443
上海汐泰投资管理有限公司,http://xitaicapital.com/,汐泰投资,920000003782 ,P1009607
上海唐之神投资管理有限公司,,唐之神投资,920000047009 ,P1031841
上海浙创投资管理有限公司,,上海浙创投资,920000060629 ,P1012608
上海固信资产管理有限公司,,固信资产,920000009792 ,P1002668
盖伦国际投资管理（北京）股份有限公司,,盖伦国际,920000039998 ,P1024546
华夏金谷（北京）投资基金管理有限公司,,华夏金谷,920000061852 ,P1029147
交享越（上海）投资管理有限公司,http://www.jxyworld.com,交享越投资,920000051011 ,P1008676
大连千海金资产管理有限公司,http://www.qhjtzw.com,千海金资产,920000029983 ,P1006157
卓优（天津）股权投资管理合伙企业（有限合伙）,,卓优投资,920000052044 ,P1000948
上海朴石投资管理合伙企业(有限合伙),,朴石投资,920000004874 ,P1000451
宁波华登中汇投资管理有限公司,,华登中汇,920000059367 ,P1010854
河北华茂资产管理有限公司,http://www.huamaocapital.com,华茂资产,920000012067 ,P1011293
贵阳市创业投资有限公司,http://www.gyvc.cn/index.html,贵阳创业投资,920000056601 ,P1017294
深圳市华宝林投资有限公司,http://www.qhdxhf.com,华宝林投资,920000061748 ,P1002726
睿金众合（武汉）股权投资中心（有限合伙),,睿金众合,920000005367 ,P1029859
西藏天雨投资控股有限公司,,天雨投资,920000063458 ,P1016390
东证融成资本管理有限公司,http://www.nesc.cn/,东证融成,920000063872 ,P1003130
安徽德森资产管理有限公司,http://www.uzc51.com,德森资产,920000049496 ,P1029427
世欣荣和投资管理股份有限公司,,荣和投资,920000051090 ,P1031618
杭州运裕六屏资产管理有限公司,,运裕六屏,920000038777 ,P1030002
证格（上海）资产管理有限公司,,证格资产,920000039968 ,P1021738
昆山零分母投资企业（有限合伙）,,零分母投资,920000041095 ,P1008658
广东方圆和泰股权投资有限公司,http://www.fangyuanhetai.com,方圆和泰,920000002071 ,P1032663
深圳修能资本管理有限公司,,修能,920000031868 ,P1020212
中金弘信（北京）投资基金管理有限公司,,中金弘信,920000019844 ,P1020109
北京福泰盛业资产管理有限责任公司,,福泰盛业,920000066426 ,P1026404
帝王鱼（厦门）资产管理有限公司,,帝王鱼资产,920000066570 ,P1027707
启迪科服投资管理（北京）有限公司,,启迪科服,920000062025 ,P1022697
烟台市双兴创业投资有限公司,,双兴创投,920000002517 ,P1021024
成都诚毅创业投资管理有限公司,http://www.icy-capital.com,诚毅创业,920000041859 ,P1017521
北京西元投资管理中心(有限合伙),,西元投资,920000009750 ,P1007913
深圳市嘉源兴业创业投资企业（有限合伙）,,嘉源兴业,920000030489 ,P1015634
中金华鼎资产管理（北京）有限公司,,中金华鼎,920000056364 ,P1025679
北京乾创投资管理有限公司,,乾创投资,920000009346 ,P1020960
无锡易君甲号股权投资中心（有限合伙）,,易君甲号,920000037293 ,P1021575
上海大予资产管理有限公司,,大予资产,920000041913 ,P1015918
锦汇（北京）投资有限公司,http://www.jinhuibj.com,锦汇投资,920000054596 ,P1011008
佛山亚商资本投资管理有限公司,http://www.abccapital.cn,亚商资本,920000034418 ,P1010386
西藏海子山投资基金管理有限公司,,海子山投资,920000014559 ,P1026381
北京君源创投投资管理有限公司,,君源创投,920000017412 ,P1002181
上海本翼资产管理有限公司,http://www.benyicapital.com,本翼资产,920000039200 ,P1024304
北京荣欣智赢资产管理有限公司,,荣欣智赢,920000038051 ,P1024137
上海汉汇投资有限公司,,汉汇投资,920000059464 ,P1002442
北京瑞恒海盛投资基金管理有限公司,,瑞恒海盛,920000005337 ,P1031915
舟山集汇投资管理中心(有限合伙),,集汇投资,920000024990 ,P1008321
上海琪润投资管理有限公司,http://www.qirunsh.com,琪润,920000022655 ,P1004411
深圳市乾元众合资本管理有限公司,,乾元众合,920000044579 ,P1031901
四川众恒股权投资基金管理有限公司,sczhfund.com,众恒投资,920000013205 ,P1014559
乐银家财富投资管理（北京）有限公司,http://www.leyinjia.com,乐银家财富,920000040469 ,P1030610
深圳市小牛基金管理有限公司,www.snailfund.cn,小牛基金,920000017129 ,P1012742
杭州文云资产管理有限公司,,文云资产,920000056547 ,P1009512
北京富国大通资产管理有限公司,www.fuguowealth.com,富国大通,920000016379 ,P1006339
上海爵迪投资管理有限责任公司,,爵迪投资,920000035687 ,P1006589
上海东融投资管理有限公司,,上海东融投资,920000050629 ,P1003422
烟台点金投资中心（有限合伙）,,烟台点金,920000008603 ,P1027779
深圳市大正元股权投资基金管理有限公司,http://www.tdrcap.com,大正元投资,920000062965 ,P1000541
上海支柱创业投资管理有限公司,http://www.ccig.com/,支柱创业,920000066363 ,P1032000
深圳前海新华丝路基金管理有限公司,,新华丝路,920000033982 ,P1032901
国赢基金管理（深圳）有限公司,,国赢基金,920000022382 ,P1033696
上海银向资产管理有限公司,,银向资产,920000023911 ,P1026697
上海联创永津股权投资管理有限公司,,上海联创永津,920000030105 ,P1000810
上海汉理股权投资管理股份有限公司,www.newaccess.com.cn,,920000017747 ,P1001130
上海威翔股权投资基金有限公司,,,,P1013197
武汉红土成长创业投资管理有限公司,http://www.szvc.com.cn,武汉红土成长,920000009173 ,P1021890
凯龙股权投资管理（上海）有限公司,http://www.kailongrei.com,凯龙投资,920000038213 ,P1001502
北京润泰洋行资产管理有限公司,http://www.rtziben.com/,润泰洋行,920000058356 ,P1020047
浙江璞归资产管理有限公司,,璞归资产,920000033245 ,P1006862
苏州思科泽商投资中心（有限合伙）,,思科泽商,920000042726 ,P1018276
上海润在投资管理有限公司,,润在投资,920000022385 ,P1027952
上海鸣熙资产管理有限公司,,鸣熙资产,920000003768 ,P1033450
西藏银帆投资管理有限公司,http://yinfanfund.com/,银帆,920000040446 ,P1001384
西藏天励勤业投资管理有限公司,,天励勤业,920000024516 ,P1025107
深圳市隆达资产管理有限公司,,隆达资产,920000005076 ,P1026801
北京龙马汇资本投资有限公司,https：//www.longmacufe.com,龙马汇资本,920000031225 ,P1005328
青岛拥湾国安股权投资管理有限公司,,,920000009817 ,P1025612
宜兴华软投资管理有限公司,http://www.csinvestmentgroup.com,宜兴华软投资,920000017318 ,P1001187
湖北中惠和瑞股权投资基金管理有限公司,,中惠和瑞,920000044152 ,P1003249
新湃资本投资管理（内蒙古）有限公司,,新湃资本,920000044254 ,P1031385
上海衡达资产管理合伙企业（有限合伙）,,衡达资产,920000062747 ,P1031587
珠海金控金湾股权投资基金管理有限公司,,金控金湾,920000055854 ,P1002146
浙江汇牛投资管理有限公司,,汇牛投资,920000029392 ,P1018116
新华汇通资产管理有限公司,,新华汇通,920000051853 ,P1004079
深圳市泽弘资产管理有限公司,,泽弘资产,920000022822 ,P1012562
上海蓉玥资产管理有限公司,,蓉玥资产,920000011806 ,P1032954
上海均弥股权投资基金管理有限公司,,均弥投资,920000040989 ,P1034305
宁波宏阳投资管理合伙企业（有限合伙）,,,,P1032137
苏州和众慧达创业投资管理中心（有限合伙）,,和众慧达,920000041214 ,P1001862
四川今典首席投资有限公司,,今典首席,920000051402 ,P1032764
北京钱景投资管理有限公司,,钱景投资,920000062405 ,P1034227
浙江澄然投资管理有限公司,,澄然投资,920000004287 ,P1033191
珠海启融创业投资管理有限公司,,启融创业,920000045373 ,P1034558
宁波梅山保税港区浙物诺客投资管理有限公司,,浙物诺客,920000031613 ,P1033089
深圳前海壹乾坤基金管理有限公司,,壹乾坤基金,920000013787 ,P1032544
北京进取融业投资管理有限公司,,进取融业,920000060475 ,P1023053
浙江红栎投资管理有限公司,,红栎投资,920000058654 ,P1060116
北京泰有系创业投资管理有限公司,,泰有系创投,920007901892 ,P1060220
西藏成冠投资管理有限公司,,成冠投资,920000042567 ,P1007737
山西和利创业投资有限公司,http://www.sxhl666.com,和利创投,920000017340 ,P1002849
华融汇通资产管理有限公司,,,,P1060492
北京众合恒丰投资基金管理有限公司,,,920007902917 ,P1060791
浙江融熠资产管理有限公司,,融熠资产,920007902711 ,P1060306
赣州交信发展投资基金管理有限公司,,交信投资,920007901945 ,P1060573
上海均募投资管理有限公司,,均募投资,920000013370 ,P1008965
上海新珞伽资产管理中心（有限合伙）,,新珞伽资产,920000017186 ,P1024360
中投百冠（北京）股权投资基金管理有限公司,,中投百冠,920007902433 ,P1060574
北京富国联盛资产管理有限责任公司,,富国联盛,920007902034 ,P1034702
杭州万点投资管理有限公司,,,,P1061363
前海恒汇丰（深圳）资产管理有限公司,,海恒汇丰,920000065894 ,P1060019
杭州徐行资本管理有限公司,,徐行资本,920007902878 ,P1060497
华颐盛德资本管理（北京）有限公司,,华颐盛德,920007901999 ,P1060600
横琴创梦瑞通投资管理有限公司,,,920007902631 ,P1060809
湖北鼎锋长江投资管理有限公司,,,920007902004 ,P1060732
深圳前海国银投资基金管理有限公司,,,,P1061623
湖北新能源投资管理有限公司,,湖北新能源投资,920000057734 ,P1014608
建银国际医疗保健股权投资管理（天津）有限公司,,天津建银国际,920000052067 ,P1000908
苏州领革投资管理有限公司,,领革投资,920000033864 ,P1027792
上海永宣创业投资管理有限公司,www.newmargin.com/site/home_cn.asp,永宣创业,920000018415 ,P1014530
厦门嘉富诚家族财富管理有限责任公司,,嘉富诚家族,920000007991 ,P1026806
上海禹域资产管理有限公司,,禹域资产,920000066222 ,P1009660
陕西德同投资管理有限公司,http://www.dtcap.com,陕西德同投资,920000048743 ,P1001695
北京洪泰致丰投资管理有限公司,,洪泰致丰,920000054046 ,P1031303
北京凤凰财富投资咨询有限公司,,凤凰财富投资,920000048518 ,P1017448
北京元泽股权投资基金管理有限公司,http://www.yuanzefund.cn,元泽投资,920000016140 ,P1000968
北京金砖财富投资基金管理中心(有限合伙),,金砖财富,920000050543 ,P1005057
上海燊银股权投资基金管理有限公司,,燊银股权投资,920000062602 ,P1031764
深圳市金牛泰富资产管理有限公司,,金牛泰富,920000057200 ,P1031744
北京千合弘鼎投资中心（有限合伙）,,千合弘鼎,920000052023 ,P1032339
陆家嘴财富管理（上海）有限公司,,陆家嘴财富,920000059889 ,P1004813
上海秉诚股权投资管理有限公司,http://www.beyondcapital.cn/,秉诚投资,920000021724 ,P1003408
深圳博普科技有限公司,www.bopufund.com,博普科技,920000007008 ,P1001724
北京美枫阁投资管理有限公司,,美枫阁投资,920000029963 ,P1007283
中房联合（北京）投资基金管理有限公司,,北京中房联合,920000003998 ,P1001840
上海尚阳投资管理有限公司,,尚阳投资,920000053924 ,P1003481
深圳群象岛资本管理有限公司,,群象岛资本,920000028896 ,P1031493
北京超钜投资管理有限公司,,超钜投资,920000063660 ,P1013161
大连信诚投资有限公司,,信诚投资,920000060997 ,P1024932
浙江东钱资产管理有限公司,,东钱资产,920000030701 ,P1005370
清正（北京）资本管理有限公司,www.qzcap.com.cn,清正资本,920000065470 ,P1026949
深圳三板汇股权投资基金管理有限公司,,三板汇投资,920000031786 ,P1012696
深圳市前海派资产管理有限公司,www.paifund.cn,前海派资产,920000047928 ,P1030221
杭州凯复投资管理有限公司,,凯复投资,920000039591 ,P1032555
上海瑞威资产管理股份有限公司,http://realwaycapital.com/,瑞威资产,920000039858 ,P1001808
东信股权投资基金管理（衡水）有限公司,,衡水东信投资,920000060381 ,P1015473
上海一信财务咨询有限公司,,一信财务,920000041388 ,P1013087
拉萨源驰投资管理有限公司,http://www.com,源驰投资,920000047317 ,P1011126
天津睿德信资产管理有限公司,http://www.readysun.net,睿德信资产,920000044711 ,P1017387
深圳前海万众利和投资基金管理有限公司,,万众利和,920000011918 ,P1030940
上海毓璜投资管理有限公司,,毓璜投资,920000013231 ,P1030654
深圳市永邦友谊投资管理企业（有限合伙）,,,920000051602 ,P1016673
上海诚鼎创拓股权投资基金有限公司,,,920000007294 ,P1001089
人福睿成（武汉）股权投资管理有限公司,,人福睿成,920000056483 ,P1032793
北京安杰资产管理股份有限公司,www.amgeafinance.com,安杰资产,920000013359 ,P1009191
成都磐济投资管理有限公司,,磐济投资,920000028818 ,P1026847
长沙日升昌投资管理有限公司,http://www.rishengchangchina.com/,日升昌投资,920000027764 ,P1002792
杭州恒欧资产管理有限公司,,恒欧资产,920000046640 ,P1033473
河北宁乾投资管理有限公司,,宁乾投资,920000041438 ,P1033318
上海瑞健资本管理有限公司,,,,P1033707
上海舟景股权投资基金管理有限公司,,舟景投资,920000033951 ,P1034103
苏州合融创新资本管理有限公司,http://www.jsrvg.com/,合融创新,920000026479 ,P1001306
浙江农通投资管理有限公司,,农通投资,920000023774 ,P1015124
上海朴信投资管理有限公司,www.pertrust.com,朴信投资,920000015629 ,P1005911
深圳市前海鹏晨投资管理有限公司,,鹏晨投资,920000011342 ,P1034482
深圳前海和元达量化投资有限公司,,和元达量化,920000033897 ,P1033797
中交鼎信股权投资管理有限公司,,中交鼎信,920000021012 ,P1002231
江苏苏商投资有限公司,,苏商投资,920000037073 ,P1023883
北京非凡领驭投资管理有限公司,,非凡领驭,920000021035 ,P1001044
宏创毅兴基金管理（深圳）有限公司,,宏创毅兴,920000011492 ,P1033474
厦门七匹狼财富管理有限公司,,七匹狼财富,920000063363 ,P1005162
合肥德轩投资管理有限公司,,合肥德轩投资,920000010748 ,P1012676
上海步饶投资管理有限公司,,步饶投资,920000043407 ,P1033453
深圳前海长林资产管理有限公司,,长林资产,920000037069 ,P1034311
金鼎华创（北京）投资管理有限公司,,金鼎华创,920000017516 ,P1025224
盈融达资产管理（北京）有限公司,,盈融达资产,920000033375 ,P1004328
深圳长润联合资产管理有限公司,,长润联合,920000052599 ,P1017635
广州市资库资产管理有限公司,,资库资产,920000019885 ,P1032893
深圳前海夸克资产管理有限公司,,前海夸克,920000003498 ,P1033942
深圳市景良投资管理有限公司,http://www.nlxg8.com,景良,920000047135 ,P1007150
广州市慧创蚨祥投资发展有限公司,http://gzhcfx.com,慧创蚨祥投资,920000015605 ,P1034196
晟视资产管理有限公司,,晟视资产,920007902335 ,P1028460
上海石敢当投资管理有限公司,,,920007902610 ,P1060996
浙江锐恒投资管理有限公司,,,920007902179 ,P1061085
杭州森合投资管理有限公司,,森合投资,920000023777 ,P1030212
嘉成联合投资基金管理（北京）有限公司,,嘉成联合,920000032816 ,P1060414
南通仁顺投资管理有限公司,,仁顺投资,920000036998 ,P1034208
北京昌杰投资管理有限公司,,钱景投资,920000062405 ,P1034227
天德基金管理有限公司,,天德基金,920000061972 ,P1060768
佩硕投资管理（上海）有限公司,,,920007902415 ,P1060878
成都德商创客股权投资基金管理有限公司,http://www.ggrcapital.com,金长川资本,920000035392 ,P1017080
重庆淳麟资产管理有限公司,www.zhunlin.cn,淳麟资产,920000001324 ,P1005967
宁波中合信达投资管理有限公司,,,920007902055 ,P1061172
山东省钜鼎鑫泰投资管理有限公司,,钜鼎鑫泰,920000032533 ,P1029640
上海复胜资产管理合伙企业（有限合伙）,,复胜资产,920000034156 ,P1030979
上海和硕资产管理有限公司,,和硕资产,920000001639 ,P1003433
北京金证投资管理中心（有限合伙）,,北京金证投资,920000061161 ,P1014597
北京福睿德投资管理有限公司,,福睿德,920000023931 ,P1009617
南海基金管理有限公司,,南海基金,920000051700 ,P1005273
北京同仁堂养老投资管理有限责任公司,,同仁堂养老投资,920000010088 ,P1060091
深圳前海致睿基金管理有限公司,,致睿基金,920000049902 ,P1034324
宁波谦石禾润股权投资管理有限公司,,谦石禾润,920000059224 ,P1029503
上海德岳投资有限公司,,上海德岳,920000042484 ,P1029037
北京中金泰安资产管理有限公司,,中金泰安,920000002286 ,P1033514
长沙鼎钧投资管理有限公司,,鼎钧投资,920000027403 ,P1006160
北京德丰杰龙升资产管理中心（有限合伙）,,北京德丰杰龙升,920000018244 ,P1017152
龙腾荣盛投资管理有限公司,http://www.ltrschina.com/,龙腾荣盛,920000062499 ,P1006383
上海优思投资管理有限公司,,优思投资,920000039550 ,P1011088
苏州工业园区元生创业投资管理有限公司,www..bioventure.com.cn,元生创投,920000017470 ,P1010872
深圳市天岳资本股权投资有限责任公司,,天岳资本,920000004818 ,P1023264
宁波睿思股权投资管理有限公司,,睿思投资,920000044321 ,P1001144
北京欣荣融通投资管理有限公司,,欣荣融通1号,920000020174 ,P1003047
浙江海宁平凡投资管理有限公司,,平凡投资,920000053602 ,P1021670
福建北辰星投资管理有限公司,,北辰星投资,920000006886 ,P1029170
上海中能投资管理有限公司,,上海中能投资,920000038876 ,P1002866
中泽嘉盟投资有限公司,www.cn-cap.com,,,P1002809
天津凯利维盛投资管理咨询有限公司,,凯利维盛,920000045185 ,P1011387
上海涟银投资管理有限公司,,涟银投资,920000055072 ,P1004266
深圳光武股权投资中心合伙企业（有限合伙）,,光武投资,920000021816 ,P1020129
深圳乾立亨基金管理有限公司,http://www.qlhwealth.com,乾立亨基金,920000006301 ,P1006633
北京合融佳信投资基金管理有限公司,http://www.herongjiaxin.com,合融佳信,920000062337 ,P1002918
深圳前海富涌谷资本管理有限公司,www.fvcapital.cn,富涌谷资本,920000011378 ,P1015259
国投通汇股权投资基金管理(北京)有限公司,http://www.guotoutonghui.com,国投通汇,920000030835 ,P1006846
兹捷（上海）股权投资基金管理有限公司,,兹捷投资,920000015616 ,P1016037
汕头市汇智股权投资合伙企业（有限合伙）,,汕头汇智,920000011835 ,P1010269
江阴睿信投资管理有限公司,,江阴睿信,920000061827 ,P1013162
深圳市兆泽利丰投资管理有限公司,,兆泽利丰,920000012867 ,P1000687
光大金控（天津）投资管理有限公司,http://www.ebasset.com/,天津光大金控,920000008394 ,P1000975
上海中汇金创业投资管理有限公司,http://www.shzhj.cn,中汇金创,920000039922 ,P1003520
上海农工商房地产投资管理有限公司,,农工商房地产投资,920000017037 ,P1007442
